========== Currency ==========
class=Currency | name=Acorns | id=Acorns | display=Acorns | index=1
class=Currency | name=BackroomsCoins | id=BackroomsCoins | display=Backrooms Coins | index=2
class=Currency | name=BasketballCoins | id=BasketballCoins | display=Basketball Coins | index=3
class=Currency | name=BlockPartyCoins | id=BlockPartyCoins | display=Block Party Coins | index=4
class=Currency | name=CannonTycoonCoins | id=CannonTycoonCoins | display=Cannon Tycoon Coins | index=5
class=Currency | name=CardCoins | id=CardCoins | display=Card Coins | index=6
class=Currency | name=CloverCoins | id=CloverCoins | display=Clover Coins | index=7
class=Currency | name=Coins | id=Coins | display=Coins | index=8
class=Currency | name=ColorCoins | id=ColorCoins | display=Color Coins | index=9
class=Currency | name=Diamonds | id=Diamonds | display=Diamonds | index=10
class=Currency | name=Digsite | id=Digsite | display=Digsite Tokens | index=11
class=Currency | name=DinoTycoonCoins | id=DinoTycoonCoins | display=Dino Tycoon Coins | index=12
class=Currency | name=EasterCoins | id=EasterCoins | display=Easter Coins | index=13
class=Currency | name=FactoryCoins | id=FactoryCoins | display=Factory Coins | index=14
class=Currency | name=FantasyCoins | id=FantasyCoins | display=Fantasy Coins | index=15
class=Currency | name=FarmingCoins | id=FarmingCoins | display=Farming Coins | index=16
class=Currency | name=Fishing | id=Fishing | display=Fishing Tokens | index=17
class=Currency | name=FishingEvent | id=FishingEvent | display=Fishing Coins | index=18
class=Currency | name=GameCoins | id=GameCoins | display=Game Coins | index=19
class=Currency | name=GingerbreadCoins | id=GingerbreadCoins | display=Holiday Coins | index=20
class=Currency | name=GingerbreadCoins2 | id=GingerbreadCoins2 | display=Holiday Coins | index=21
class=Currency | name=GlitchCoins | id=GlitchCoins | display=Glitch Coins | index=22
class=Currency | name=GoodVsEvilCoins | id=GoodVsEvilCoins | display=Good vs. Evil Coins | index=23
class=Currency | name=GymCoins | id=GymCoins | display=Gym Coins | index=24
class=Currency | name=HalloweenCandy | id=HalloweenCandy | display=Halloween Candy | index=25
class=Currency | name=HalloweenCoins | id=HalloweenCoins | display=Halloween Candy | index=26
class=Currency | name=LineCoins | id=LineCoins | display=Line Coins | index=27
class=Currency | name=LuckyCoins | id=LuckyCoins | display=Lucky Coins | index=28
class=Currency | name=MiningCoins | id=MiningCoins | display=Mining Coins | index=29
class=Currency | name=RaveCoins | id=RaveCoins | display=Rave Coins | index=30
class=Currency | name=RngCoins | id=RngCoins | display=RNG Coins | index=31
class=Currency | name=SnowstormSurvival | id=SnowstormSurvival | display=Logs | index=32
class=Currency | name=SummerCoins | id=SummerCoins | display=Summer Coins | index=33
class=Currency | name=TechCoins | id=TechCoins | display=Tech Coins | index=34
class=Currency | name=TowerDefenseRubies | id=TowerDefenseRubies | display=Rubies | index=35
class=Currency | name=ValentinesCoins | id=ValentinesCoins | display=Valentines Coins | index=36
class=Currency | name=VoidCoins | id=VoidCoins | display=Void Coins | index=37
class=Currency | name=Woodcutting | id=Woodcutting | display=Woodcutting Tokens | index=38
class=Currency | name=YeetOrbs | id=YeetOrbs | display=Yeet Orbs | index=39

========== WateringCans ==========
class=WateringCans | name=Golden Watering Can | id=Golden Watering Can | display=Golden Watering Can
class=Pets | name=Fawn | id=Fawn
class=Pets | name=Feral Beast | id=Feral Beast
class=Pets | name=Festive Agony | id=Festive Agony
class=Pets | name=Festive Bear | id=Festive Bear
class=Pets | name=Festive Bunny | id=Festive Bunny
class=Pets | name=Festive Cardinal | id=Festive Cardinal
class=Pets | name=Festive Cat | id=Festive Cat
class=Pets | name=Festive Dog | id=Festive Dog
class=Pets | name=Festive Dragon | id=Festive Dragon
class=Pets | name=Festive Elf | id=Festive Elf
class=Pets | name=Festive Hydra | id=Festive Hydra
class=Pets | name=Festive Seal | id=Festive Seal
class=Pets | name=Festive Walrus | id=Festive Walrus
class=Pets | name=Fiddlefern Cat | id=Fiddlefern Cat
class=Pets | name=Figgy Fox | id=Figgy Fox
class=Pets | name=Fire Bat | id=Fire Bat
class=Pets | name=Fire Cat | id=Fire Cat
class=Pets | name=Fire Dog | id=Fire Dog
class=Pets | name=Fire Dragon | id=Fire Dragon
class=Pets | name=Fire Horse | id=Fire Horse
class=Pets | name=Fire Kitsune | id=Fire Kitsune
class=Pets | name=Fireball Cat | id=Fireball Cat
class=Pets | name=Firefighter Dalmatian | id=Firefighter Dalmatian
class=Pets | name=Firefly | id=Firefly
class=Pets | name=Firefossil Wolf | id=Firefossil Wolf
class=Pets | name=Firegel Dragon | id=Firegel Dragon
class=Pets | name=Fish in a Bucket | id=Fish in a Bucket
class=Pets | name=Flamethrower Spider | id=Flamethrower Spider
class=Pets | name=Flamingo | id=Flamingo
class=Pets | name=Flamingo Cat | id=Flamingo Cat
class=Pets | name=Flamingo Hippo | id=Flamingo Hippo
class=Pets | name=Flamortuus | id=Flamortuus
class=Pets | name=Flex Bear | id=Flex Bear
class=Pets | name=Flex Cat | id=Flex Cat
class=Pets | name=Flex Fluffy Cat | id=Flex Fluffy Cat
class=Pets | name=Flex Tiger | id=Flex Tiger
class=Pets | name=Floatie Cat | id=Floatie Cat
class=Pets | name=Floatie Ducky | id=Floatie Ducky
class=Pets | name=Floatie Flamingo | id=Floatie Flamingo
class=Pets | name=Floatie Penguin | id=Floatie Penguin
class=Pets | name=Floppa | id=Floppa
class=Pets | name=Flower Cat | id=Flower Cat
class=Pets | name=Flower Gecko | id=Flower Gecko
class=Pets | name=Flower Panda | id=Flower Panda
class=Pets | name=Flowers Fox | id=Flowers Fox
class=Pets | name=Flowers Hedgehog | id=Flowers Hedgehog
class=Pets | name=Fluffy Cat | id=Fluffy Cat
class=Pets | name=Flying Piggy | id=Flying Piggy
class=Pets | name=Football Tiger | id=Football Tiger
class=Pets | name=Forcefield Agony | id=Forcefield Agony
class=Pets | name=Forcefield Bunny | id=Forcefield Bunny
class=Pets | name=Forcefield Cat | id=Forcefield Cat
class=Pets | name=Forcefield Monkey | id=Forcefield Monkey
class=Pets | name=Forged Armadillo | id=Forged Armadillo
class=Pets | name=Forged Cyclops | id=Forged Cyclops
class=Pets | name=Forged Hedgehog | id=Forged Hedgehog
class=Pets | name=Forged Robot | id=Forged Robot
class=Pets | name=Forged Turtle | id=Forged Turtle
class=Pets | name=Fortress Dog | id=Fortress Dog
class=Pets | name=Fortress Owl | id=Fortress Owl
class=Pets | name=Fossil Dragon | id=Fossil Dragon
class=Pets | name=Fox | id=Fox
class=Pets | name=Fragmented Dominus | id=Fragmented Dominus
class=Pets | name=Fragmented Dominus Ball | id=Fragmented Dominus Ball
class=Pets | name=Fragmented Golem | id=Fragmented Golem
class=Pets | name=Fragmented Pterodactyl | id=Fragmented Pterodactyl
class=Pets | name=Frankenpup Dog | id=Frankenpup Dog
class=Pets | name=Froggy | id=Froggy
class=Pets | name=Frontman Jellyfish | id=Frontman Jellyfish
class=Pets | name=Frost Axolotl | id=Frost Axolotl
class=Pets | name=Frost Bear | id=Frost Bear
class=Pets | name=Frost Dragon | id=Frost Dragon
class=Pets | name=Frost Fox | id=Frost Fox
class=Pets | name=Frost Hamster | id=Frost Hamster
class=Pets | name=Frost Rabbit | id=Frost Rabbit
class=Pets | name=Frostbyte Bat | id=Frostbyte Bat
class=Pets | name=Frostbyte Bear | id=Frostbyte Bear
class=Pets | name=Frostbyte Cat | id=Frostbyte Cat
class=Pets | name=Frostbyte Deer | id=Frostbyte Deer
class=Pets | name=Frostbyte Dragon | id=Frostbyte Dragon
class=Pets | name=Frostbyte Fox | id=Frostbyte Fox
class=Pets | name=Frostbyte Griffin | id=Frostbyte Griffin
class=Pets | name=Frostbyte Husky | id=Frostbyte Husky
class=Pets | name=Frostbyte Narwhal | id=Frostbyte Narwhal
class=Pets | name=Frostbyte Penguin | id=Frostbyte Penguin
class=Pets | name=Frostbyte Snow Leopard | id=Frostbyte Snow Leopard
class=Pets | name=Frostbyte Snow Ram | id=Frostbyte Snow Ram
class=Pets | name=Frostbyte Snowman | id=Frostbyte Snowman
class=Pets | name=Frostbyte Walrus | id=Frostbyte Walrus
class=Pets | name=Frostbyte Yeti | id=Frostbyte Yeti
class=Pets | name=Galaxy Dragon | id=Galaxy Dragon
class=Pets | name=Galaxy Fox | id=Galaxy Fox
class=Pets | name=Galaxy Pegasus | id=Galaxy Pegasus
class=Pets | name=Gamer Shiba | id=Gamer Shiba
class=Pets | name=Garden Cat | id=Garden Cat
class=Pets | name=Gargantuan Aura Cat | id=Gargantuan Aura Cat
class=Pets | name=Gargantuan Black Balloon Cat | id=Gargantuan Black Balloon Cat
class=Pets | name=Gargantuan Blurred Agony | id=Gargantuan Blurred Agony
class=Pets | name=Gargantuan Cappuccino Brainrot | id=Gargantuan Cappuccino Brainrot
class=Pets | name=Gargantuan Cat | id=Gargantuan Cat
class=Pets | name=Gargantuan Cookie Cut Cat | id=Gargantuan Cookie Cut Cat
class=Pets | name=Gargantuan Dark Dragon | id=Gargantuan Dark Dragon
class=Pets | name=Gargantuan Doge | id=Gargantuan Doge
class=Pets | name=Gargantuan Dot Matrix Pegasus | id=Gargantuan Dot Matrix Pegasus
class=Pets | name=Gargantuan Elf Golem | id=Gargantuan Elf Golem
class=Pets | name=Gargantuan Evil Scarecrow Pumpkin | id=Gargantuan Evil Scarecrow Pumpkin
class=Pets | name=Gargantuan Exquisite Parrot | id=Gargantuan Exquisite Parrot
class=Pets | name=Gargantuan Floppa | id=Gargantuan Floppa
class=Pets | name=Gargantuan Forest Wyvern | id=Gargantuan Forest Wyvern
class=Pets | name=Gargantuan Frankenpup Dog | id=Gargantuan Frankenpup Dog
class=Pets | name=Gargantuan Gingerbread Angelus | id=Gargantuan Gingerbread Angelus
class=Pets | name=Gargantuan Glass Squid | id=Gargantuan Glass Squid
class=Pets | name=Gargantuan Googly Agony | id=Gargantuan Googly Agony
class=Pets | name=Gargantuan Grim Reaper | id=Gargantuan Grim Reaper
class=Pets | name=Gargantuan Hellish Axolotl | id=Gargantuan Hellish Axolotl
class=Pets | name=Gargantuan Hippomelon | id=Gargantuan Hippomelon
class=Pets | name=Gargantuan Hypnotic Kitsune | id=Gargantuan Hypnotic Kitsune
class=Pets | name=Gargantuan Jurassic Dragon | id=Gargantuan Jurassic Dragon
class=Pets | name=Gargantuan Kaiju King | id=Gargantuan Kaiju King
class=Pets | name=Gargantuan Krampus | id=Gargantuan Krampus
class=Pets | name=Gargantuan Leafy Deer | id=Gargantuan Leafy Deer
class=Pets | name=Gargantuan Leprechaun Fox | id=Gargantuan Leprechaun Fox
class=Pets | name=Gargantuan Lovemelon | id=Gargantuan Lovemelon
class=Pets | name=Gargantuan Lucki Angelus | id=Gargantuan Lucki Angelus
class=Pets | name=Gargantuan Lucki Chest Mimic | id=Gargantuan Lucki Chest Mimic
class=Pets | name=Gargantuan Magma Spirit | id=Gargantuan Magma Spirit
class=Pets | name=Gargantuan Matryoshka Bear | id=Gargantuan Matryoshka Bear
class=Pets | name=Gargantuan Nightfall Tiger | id=Gargantuan Nightfall Tiger
class=Pets | name=Gargantuan Nyan Cat | id=Gargantuan Nyan Cat
class=Pets | name=Gargantuan Patchwork Agony | id=Gargantuan Patchwork Agony
class=Pets | name=Gargantuan Royal Beast | id=Gargantuan Royal Beast
class=Pets | name=Gargantuan Santa Paws | id=Gargantuan Santa Paws
class=Pets | name=Gargantuan Skelemelon | id=Gargantuan Skelemelon
class=Pets | name=Gargantuan Snowflake Dragon | id=Gargantuan Snowflake Dragon
class=Pets | name=Gargantuan Starfall Dragon | id=Gargantuan Starfall Dragon
class=Pets | name=Gargantuan Super Cat | id=Gargantuan Super Cat
class=Pets | name=Gargantuan Super Coral Kraken | id=Gargantuan Super Coral Kraken
class=Pets | name=Gargantuan Super Spider | id=Gargantuan Super Spider
class=Pets | name=Gargantuan Totem Monkey | id=Gargantuan Totem Monkey
class=Pets | name=Gargantuan Treasure Angelus | id=Gargantuan Treasure Angelus
class=Pets | name=Gargantuan Yin-Yang Kitsune | id=Gargantuan Yin-Yang Kitsune
class=Pets | name=Gargoyle Dragon | id=Gargoyle Dragon
class=Pets | name=Gary the Snail | id=Gary the Snail
class=Pets | name=Gazelle | id=Gazelle
class=Pets | name=Gecko | id=Gecko
class=Pets | name=Gem Mole | id=Gem Mole
class=Pets | name=Gemstone Gargoyle Dragon | id=Gemstone Gargoyle Dragon
class=Pets | name=Ghost | id=Ghost
class=Pets | name=Ghost Axolotl | id=Ghost Axolotl
class=Pets | name=Ghost Cat | id=Ghost Cat
class=Pets | name=Ghostface Cat | id=Ghostface Cat
class=Pets | name=Ghostly Bunny | id=Ghostly Bunny
class=Pets | name=Ghostly Cat | id=Ghostly Cat
class=Pets | name=Ghostly Dragon | id=Ghostly Dragon
class=Pets | name=Ghostly Fox | id=Ghostly Fox
class=Pets | name=Ghostly Wolf | id=Ghostly Wolf
class=Pets | name=Ghoul Horse | id=Ghoul Horse
class=Pets | name=Gingerbread Angelus | id=Gingerbread Angelus
class=Pets | name=Gingerbread Cat | id=Gingerbread Cat
class=Pets | name=Gingerbread Corgi | id=Gingerbread Corgi
class=Pets | name=Gingerbread Dragon | id=Gingerbread Dragon
class=Pets | name=Gingerbread Lion | id=Gingerbread Lion
class=Pets | name=Giraffe | id=Giraffe
class=Pets | name=Glade Griffin | id=Glade Griffin
class=Pets | name=Glass Blobfish | id=Glass Blobfish
class=Pets | name=Glass Crocodile | id=Glass Crocodile
class=Pets | name=Glass Dominus | id=Glass Dominus
class=Pets | name=Glass Kraken | id=Glass Kraken
class=Pets | name=Glass Squid | id=Glass Squid
class=Pets | name=Gleebo The Alien | id=Gleebo The Alien
class=Pets | name=Glimmer Goat | id=Glimmer Goat
class=Pets | name=Glimmercap Turtle | id=Glimmercap Turtle
class=Pets | name=Glitched Cat | id=Glitched Cat
class=Pets | name=Glitched Cat Ball | id=Glitched Cat Ball
class=Pets | name=Glitched Dog | id=Glitched Dog
class=Pets | name=Glitched Dominus | id=Glitched Dominus
class=Pets | name=Glitched Dragon | id=Glitched Dragon
class=Pets | name=Glitched Immortuus | id=Glitched Immortuus
class=Pets | name=Glitched Phoenix | id=Glitched Phoenix
class=Pets | name=Glitched Unicorn | id=Glitched Unicorn
class=Pets | name=Glitched Unicorn Ball | id=Glitched Unicorn Ball
class=Pets | name=Glow Worm | id=Glow Worm
class=Pets | name=Glowy the Ghost | id=Glowy the Ghost
class=Pets | name=Goat | id=Goat
class=Pets | name=Goblin | id=Goblin
class=Pets | name=Golden Retriever | id=Golden Retriever
class=Pets | name=Goldfish | id=Goldfish
class=Pets | name=Golf Griffin | id=Golf Griffin
class=Pets | name=Goober | id=Goober
class=Pets | name=Good vs Evil Cat | id=Good vs Evil Cat
class=Pets | name=Good vs Evil Dragon | id=Good vs Evil Dragon
class=Pets | name=Googly Agony | id=Googly Agony
class=Pets | name=Googly Blobfish | id=Googly Blobfish
class=Pets | name=Googly Cat | id=Googly Cat
class=Pets | name=Googly Corgi | id=Googly Corgi
class=Pets | name=Googly Shark | id=Googly Shark
class=Pets | name=Gorgon | id=Gorgon
class=Pets | name=Gorilla | id=Gorilla
class=Pets | name=Graffiti Dino | id=Graffiti Dino
class=Pets | name=Graffiti Raccoon | id=Graffiti Raccoon
class=Pets | name=Grass Bunny | id=Grass Bunny
class=Pets | name=Greedy Goblin | id=Greedy Goblin
class=Pets | name=Green Balloon Cat | id=Green Balloon Cat
class=Pets | name=Green Cobra | id=Green Cobra
class=Pets | name=Green Cow | id=Green Cow
class=Pets | name=Green Fish | id=Green Fish
class=Pets | name=Green Marshmallow Chick | id=Green Marshmallow Chick
class=Pets | name=Griffin | id=Griffin
class=Pets | name=Grim Reaper | id=Grim Reaper
class=Pets | name=Grimoire Agony | id=Grimoire Agony
class=Pets | name=Grinch Cat | id=Grinch Cat
class=Pets | name=Grumpy Cat | id=Grumpy Cat
class=Pets | name=Guard Bunny | id=Guard Bunny
class=Pets | name=Guard Corgi | id=Guard Corgi
class=Pets | name=Guard Dominus | id=Guard Dominus
class=Pets | name=Guard Dragon | id=Guard Dragon
class=Pets | name=Guard Hydra | id=Guard Hydra
class=Pets | name=Guard Raccoon | id=Guard Raccoon
class=Pets | name=Guard Wolf | id=Guard Wolf
class=Pets | name=Guest Noob | id=Guest Noob
class=Pets | name=Guilded Raven | id=Guilded Raven
class=Pets | name=Gummy Bear | id=Gummy Bear
class=Pets | name=Gummy Fox | id=Gummy Fox
class=Pets | name=Gummy Raccoon | id=Gummy Raccoon
class=Pets | name=Gym Anteater | id=Gym Anteater
class=Pets | name=Gym Axolotl | id=Gym Axolotl
class=Pets | name=Gym Beaver | id=Gym Beaver
class=Pets | name=Gym Cat | id=Gym Cat
class=Pets | name=Gym Corgi | id=Gym Corgi
class=Pets | name=Gym Cow | id=Gym Cow
class=Pets | name=Gym Dragon | id=Gym Dragon
class=Pets | name=Gym Panda | id=Gym Panda
class=Pets | name=Gym Piggy | id=Gym Piggy
class=Pets | name=Gym Scorpion | id=Gym Scorpion
class=Pets | name=Gym Shark | id=Gym Shark
class=Pets | name=Gym Unicorn | id=Gym Unicorn
class=Pets | name=Hacked Cat | id=Hacked Cat
class=Pets | name=Hacked Computer | id=Hacked Computer
class=Pets | name=Hacked Raccoon | id=Hacked Raccoon
class=Pets | name=Hacked Reaper | id=Hacked Reaper
class=Pets | name=Hacked Skeleton | id=Hacked Skeleton
class=Pets | name=Hacker Axolotl | id=Hacker Axolotl
class=Pets | name=Hacker Bear | id=Hacker Bear
class=Pets | name=Hacker Cat | id=Hacker Cat
class=Pets | name=Hacker Corgi | id=Hacker Corgi
class=Pets | name=Hamster | id=Hamster
class=Pets | name=Happy Computer | id=Happy Computer
class=Pets | name=Happy Cyclops | id=Happy Cyclops
class=Pets | name=Happy Rock | id=Happy Rock
class=Pets | name=Haxigator | id=Haxigator
class=Pets | name=Haxolotl | id=Haxolotl
class=Pets | name=Heart Balloon Cat | id=Heart Balloon Cat
class=Pets | name=Heartbreak Bat | id=Heartbreak Bat
class=Pets | name=Heartbreak Ducky | id=Heartbreak Ducky
class=Pets | name=Heartbreak Fairy | id=Heartbreak Fairy
class=Pets | name=Heartbreak Monkey | id=Heartbreak Monkey
class=Pets | name=Heartbreak Ram | id=Heartbreak Ram
class=Pets | name=Heavenly Dove | id=Heavenly Dove
class=Pets | name=Heavenly Peacock | id=Heavenly Peacock
class=Pets | name=Hedgehog | id=Hedgehog
class=Pets | name=Helicopter Cat | id=Helicopter Cat
class=Pets | name=Helicopter Corgi | id=Helicopter Corgi
class=Pets | name=Hell Bat | id=Hell Bat
class=Pets | name=Hell Chest Mimic | id=Hell Chest Mimic
class=Pets | name=Hell Chick | id=Hell Chick
class=Pets | name=Hell Fox | id=Hell Fox
class=Pets | name=Hell Monkey | id=Hell Monkey
class=Pets | name=Hell Rock | id=Hell Rock
class=Pets | name=Hell Scorpion | id=Hell Scorpion
class=Pets | name=Hell Spider | id=Hell Spider
class=Pets | name=Hellhound | id=Hellhound
class=Pets | name=Hellish Axolotl | id=Hellish Axolotl
class=Pets | name=Hi-Tech Bee | id=Hi-Tech Bee
class=Pets | name=Hi-Tech Elephant | id=Hi-Tech Elephant
class=Pets | name=Hi-Tech Flamingo | id=Hi-Tech Flamingo
class=Pets | name=Hi-Tech Ladybug | id=Hi-Tech Ladybug
class=Pets | name=Hi-Tech Monkey | id=Hi-Tech Monkey
class=Pets | name=Hi-Tech Parrot | id=Hi-Tech Parrot
class=Pets | name=Hi-Tech Sloth | id=Hi-Tech Sloth
class=Pets | name=Hi-Tech Tiger | id=Hi-Tech Tiger
class=Pets | name=Hippo | id=Hippo
class=Pets | name=Hippokin | id=Hippokin
class=Pets | name=Hippomelon | id=Hippomelon
class=Pets | name=Hippomelon Ball | id=Hippomelon Ball
class=Pets | name=Hippomint | id=Hippomint
class=Pets | name=Holiday Balloon Cat | id=Holiday Balloon Cat
class=Pets | name=Holiday Bearserker | id=Holiday Bearserker
class=Pets | name=Holiday Dove | id=Holiday Dove
class=Pets | name=Holiday Hedgehog | id=Holiday Hedgehog
class=Pets | name=Holiday Owl | id=Holiday Owl
class=Pets | name=Holiday Pegasus | id=Holiday Pegasus
class=Pets | name=Holly Capybara | id=Holly Capybara
class=Pets | name=Holly Corgi | id=Holly Corgi
class=Pets | name=Holly Fawn | id=Holly Fawn
class=Pets | name=Hologram Axolotl | id=Hologram Axolotl
class=Pets | name=Hologram Cat | id=Hologram Cat
class=Pets | name=Hologram Shark | id=Hologram Shark
class=Pets | name=Hologram Tiger | id=Hologram Tiger
class=Pets | name=Holographic Axolotl | id=Holographic Axolotl
class=Pets | name=Holographic Axolotl Ball | id=Holographic Axolotl Ball
class=Pets | name=Holographic Bear | id=Holographic Bear
class=Pets | name=Holographic Cat | id=Holographic Cat
class=Pets | name=Holographic Corgi | id=Holographic Corgi
class=Pets | name=Holographic Dragon | id=Holographic Dragon
class=Pets | name=Holographic Monkey | id=Holographic Monkey
class=Pets | name=Honey Badger | id=Honey Badger
class=Pets | name=Honey Bear | id=Honey Bear
class=Pets | name=Honey Golem | id=Honey Golem
class=Pets | name=Hooded Bobcat | id=Hooded Bobcat
class=Pets | name=Hooded Dragon | id=Hooded Dragon
class=Pets | name=Hooded Monkey | id=Hooded Monkey
class=Pets | name=Hooded Piggy | id=Hooded Piggy
class=Pets | name=Horse | id=Horse
class=Pets | name=Horseshoe Capybara | id=Horseshoe Capybara
class=Pets | name=Horseshoe Crab | id=Horseshoe Crab
class=Pets | name=Hot Air Balloon Dog | id=Hot Air Balloon Dog
class=Pets | name=Hot Cocoa Bear | id=Hot Cocoa Bear
class=Pets | name=Hot Cocoa Cat | id=Hot Cocoa Cat
class=Pets | name=Hot Cocoa Cow | id=Hot Cocoa Cow
class=Pets | name=Hot Dog | id=Hot Dog
class=Pets | name=Hot Dooooog | id=Hot Dooooog
class=Pets | name=Hound of Hades | id=Hound of Hades
class=Pets | name=Hoverboard Cat | id=Hoverboard Cat
class=Pets | name=Hoverboard Dog | id=Hoverboard Dog
class=Pets | name=Hubert | id=Hubert
class=Pets | name=Huge 404 Demon | id=Huge 404 Demon
class=Pets | name=Huge Abomination | id=Huge Abomination
class=Pets | name=Huge Abstract Dominus | id=Huge Abstract Dominus
class=Pets | name=Huge Abyssal Axolotl | id=Huge Abyssal Axolotl
class=Pets | name=Huge Abyssal Jellyfish | id=Huge Abyssal Jellyfish
class=Pets | name=Huge African Wild Dog | id=Huge African Wild Dog
class=Pets | name=Huge Alien Arachnid | id=Huge Alien Arachnid
class=Pets | name=Huge Amethyst Dragon | id=Huge Amethyst Dragon
class=Pets | name=Huge Ancient Dragon | id=Huge Ancient Dragon
class=Pets | name=Huge Angel Cat | id=Huge Angel Cat
class=Pets | name=Huge Angel Dog | id=Huge Angel Dog
class=Pets | name=Huge Angel Dragon | id=Huge Angel Dragon
class=Pets | name=Huge Angelus | id=Huge Angelus
class=Pets | name=Huge Anglerfish | id=Huge Anglerfish
class=Pets | name=Huge Angry Yeti | id=Huge Angry Yeti
class=Pets | name=Huge Anime Agony | id=Huge Anime Agony
class=Pets | name=Huge Anime Scorpion | id=Huge Anime Scorpion
class=Pets | name=Huge Anime Unicorn | id=Huge Anime Unicorn
class=Pets | name=Huge Apple Capybara | id=Huge Apple Capybara
class=Pets | name=Huge Arcade Angelus | id=Huge Arcade Angelus
class=Pets | name=Huge Arcade Cat | id=Huge Arcade Cat
class=Pets | name=Huge Arcade Dog | id=Huge Arcade Dog
class=Pets | name=Huge Arcade Dragon | id=Huge Arcade Dragon
class=Pets | name=Huge Arcade Meebo in a Spaceship | id=Huge Arcade Meebo in a Spaceship
class=Pets | name=Huge Arcane Dominus | id=Huge Arcane Dominus
class=Pets | name=Huge Athena Owl | id=Huge Athena Owl
class=Pets | name=Huge Atlantean Dolphin | id=Huge Atlantean Dolphin
class=Pets | name=Huge Atlantean Orca | id=Huge Atlantean Orca
class=Pets | name=Huge Atomic Axolotl | id=Huge Atomic Axolotl
class=Pets | name=Huge Atomic Forged Shark | id=Huge Atomic Forged Shark
class=Pets | name=Huge Atomic Monkey Ball | id=Huge Atomic Monkey Ball
class=Pets | name=Huge Aura Dominus | id=Huge Aura Dominus
class=Pets | name=Huge Aura Fox | id=Huge Aura Fox
class=Pets | name=Huge Autumn Chest Mimic | id=Huge Autumn Chest Mimic
class=Pets | name=Huge Autumn Red Panda | id=Huge Autumn Red Panda
class=Pets | name=Huge Autumn Retriever | id=Huge Autumn Retriever
class=Pets | name=Huge Avenging Griffin | id=Huge Avenging Griffin
class=Pets | name=Huge Axolotl | id=Huge Axolotl
class=Pets | name=Huge Baby Kitten | id=Huge Baby Kitten
class=Pets | name=Huge Baby Piglet | id=Huge Baby Piglet
class=Pets | name=Huge Baby Puppy | id=Huge Baby Puppy
class=Pets | name=Huge Balloon Axolotl | id=Huge Balloon Axolotl
class=Pets | name=Huge Balloon Cat | id=Huge Balloon Cat
class=Pets | name=Huge Balloon Corgi | id=Huge Balloon Corgi
class=Pets | name=Huge Balloon Dragon | id=Huge Balloon Dragon
class=Pets | name=Huge Balloon Monkey | id=Huge Balloon Monkey
class=Pets | name=Huge Banana Cat | id=Huge Banana Cat
class=Pets | name=Huge Basket Bunny | id=Huge Basket Bunny
class=Pets | name=Huge Basketball Corgi | id=Huge Basketball Corgi
class=Pets | name=Huge Basketball Retriever | id=Huge Basketball Retriever
class=Pets | name=Huge Bat | id=Huge Bat
class=Pets | name=Huge Beans Balloon Cat | id=Huge Beans Balloon Cat
class=Pets | name=Huge Bear | id=Huge Bear
class=Pets | name=Huge Bearserker | id=Huge Bearserker
class=Pets | name=Huge Beaver | id=Huge Beaver
class=Pets | name=Huge Bee | id=Huge Bee
class=Pets | name=Huge Bejeweled Lion | id=Huge Bejeweled Lion
class=Pets | name=Huge Bejeweled Unicorn | id=Huge Bejeweled Unicorn
class=Pets | name=Huge BIG Maskot | id=Huge BIG Maskot
class=Pets | name=Huge Bison | id=Huge Bison
class=Pets | name=Huge Black Balloon Cat | id=Huge Black Balloon Cat
class=Pets | name=Huge Black Hole Axolotl | id=Huge Black Hole Axolotl
class=Pets | name=Huge Black Hole Kitsune | id=Huge Black Hole Kitsune
class=Pets | name=Huge Blazing Bat | id=Huge Blazing Bat
class=Pets | name=Huge Blazing Shark | id=Huge Blazing Shark
class=Pets | name=Huge Blimp Dragon | id=Huge Blimp Dragon
class=Pets | name=Huge Bloo Cat | id=Huge Bloo Cat
class=Pets | name=Huge Blossom Spirit | id=Huge Blossom Spirit
class=Pets | name=Huge Blue Balloon Cat | id=Huge Blue Balloon Cat
class=Pets | name=Huge Blue Lucky Block | id=Huge Blue Lucky Block
class=Pets | name=Huge Bluebird | id=Huge Bluebird
class=Pets | name=Huge Blurred Agony | id=Huge Blurred Agony
class=Pets | name=Huge Blurred Axolotl | id=Huge Blurred Axolotl
class=Pets | name=Huge Blurred Bear Ball | id=Huge Blurred Bear Ball
class=Pets | name=Huge Blurred Dominus | id=Huge Blurred Dominus
class=Pets | name=Huge Blurred Owl | id=Huge Blurred Owl
class=Pets | name=Huge Bobcat | id=Huge Bobcat
class=Pets | name=Huge Boxing Elephant | id=Huge Boxing Elephant
class=Pets | name=Huge Bread Shiba | id=Huge Bread Shiba
class=Pets | name=Huge Bubble Dog | id=Huge Bubble Dog
class=Pets | name=Huge Bubble Hydra | id=Huge Bubble Hydra
class=Pets | name=Huge Butterfly | id=Huge Butterfly
class=Pets | name=Huge Candycane | id=Huge Candycane
class=Pets | name=Huge Candycane Kitsune | id=Huge Candycane Kitsune
class=Pets | name=Huge Candycane Shake Shark | id=Huge Candycane Shake Shark
class=Pets | name=Huge Candycane Unicorn | id=Huge Candycane Unicorn
class=Pets | name=Huge Cappuccina Brainrot | id=Huge Cappuccina Brainrot
class=Pets | name=Huge Capybara | id=Huge Capybara
